Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'LSSSSSS'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 22,479,360
  scalars                 : 14
  total                   : 47,645,198
Estimated FLOPs per token: 2.166651e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011503 | lrm: 1.00 | dt: 15641ms | tok/sec: 33,520 | mfu: 0.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.125709 | lrm: 1.00 | dt: 278ms | tok/sec: 1,885,359 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.870928 | lrm: 1.00 | dt: 280ms | tok/sec: 1,869,180 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.433020 | lrm: 1.00 | dt: 280ms | tok/sec: 1,874,444 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.042239 | lrm: 1.00 | dt: 300ms | tok/sec: 1,747,003 | mfu: 38.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.638421 | lrm: 1.00 | dt: 284ms | tok/sec: 1,847,923 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.371412 | lrm: 1.00 | dt: 281ms | tok/sec: 1,866,224 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.148875 | lrm: 1.00 | dt: 292ms | tok/sec: 1,792,579 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.969417 | lrm: 1.00 | dt: 288ms | tok/sec: 1,818,506 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.770024 | lrm: 1.00 | dt: 283ms | tok/sec: 1,849,955 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.617823 | lrm: 1.00 | dt: 284ms | tok/sec: 1,843,046 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.448731 | lrm: 1.00 | dt: 291ms | tok/sec: 1,800,392 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.355010 | lrm: 1.00 | dt: 287ms | tok/sec: 1,828,708 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.323933 | lrm: 1.00 | dt: 282ms | tok/sec: 1,860,537 | mfu: 40.7% | epoch: 1 | remaining: 299s    
step 00928 (88.7%) | loss: 3.330129 | lrm: 0.19 | dt: 292ms | tok/sec: 1,796,038 | mfu: 39.3% | epoch: 1 | remaining: 34s    
step 00929 (88.8%) | loss: 3.329990 | lrm: 0.19 | dt: 292ms | tok/sec: 1,797,100 | mfu: 39.4% | epoch: 1 | remaining: 33s    
step 00930 (88.9%) | loss: 3.324364 | lrm: 0.19 | dt: 291ms | tok/sec: 1,798,718 | mfu: 39.4% | epoch: 1 | remaining: 33s    
step 00931 (89.0%) | loss: 3.287729 | lrm: 0.18 | dt: 290ms | tok/sec: 1,808,121 | mfu: 39.6% | epoch: 1 | remaining: 33s    
step 00932 (89.1%) | loss: 3.325849 | lrm: 0.18 | dt: 291ms | tok/sec: 1,803,779 | mfu: 39.5% | epoch: 1 | remaining: 33s    
step 00933 (89.2%) | loss: 3.375173 | lrm: 0.18 | dt: 291ms | tok/sec: 1,803,628 | mfu: 39.5% | epoch: 1 | remaining: 32s    
step 00934 (89.2%) | loss: 3.365276 | lrm: 0.18 | dt: 290ms | tok/sec: 1,809,560 | mfu: 39.6% | epoch: 1 | remaining: 32s    
step 00935 (89.3%) | loss: 3.359100 | lrm: 0.18 | dt: 291ms | tok/sec: 1,803,722 | mfu: 39.5% | epoch: 1 | remaining: 32s    
step 00936 (89.4%) | loss: 3.280738 | lrm: 0.18 | dt: 290ms | tok/sec: 1,805,006 | mfu: 39.5% | epoch: 1 | remaining: 31s    
step 00937 (89.5%) | loss: 3.196787 | lrm: 0.17 | dt: 292ms | tok/sec: 1,794,650 | mfu: 39.3% | epoch: 1 | remaining: 31s    
step 00938 (89.6%) | loss: 3.235270 | lrm: 0.17 | dt: 291ms | tok/sec: 1,804,107 | mfu: 39.5% | epoch: 1 | remaining: 31s    
step 00939 (89.7%) | loss: 3.242180 | lrm: 0.17 | dt: 291ms | tok/sec: 1,804,328 | mfu: 39.5% | epoch: 1 | remaining: 31s    
step 00940 (89.8%) | loss: 3.243933 | lrm: 0.17 | dt: 293ms | tok/sec: 1,787,597 | mfu: 39.1% | epoch: 1 | remaining: 30s    
step 00941 (89.9%) | loss: 3.265637 | lrm: 0.17 | dt: 289ms | tok/sec: 1,811,088 | mfu: 39.7% | epoch: 1 | remaining: 30s    
step 00942 (90.0%) | loss: 3.309370 | lrm: 0.17 | dt: 291ms | tok/sec: 1,804,637 | mfu: 39.5% | epoch: 1 | remaining: 30s    
step 00943 (90.1%) | loss: 3.315083 | lrm: 0.16 | dt: 291ms | tok/sec: 1,798,778 | mfu: 39.4% | epoch: 1 | remaining: 29s    
step 00944 (90.2%) | loss: 3.341198 | lrm: 0.16 | dt: 291ms | tok/sec: 1,800,412 | mfu: 39.4% | epoch: 1 | remaining: 29s    
step 00945 (90.3%) | loss: 3.351363 | lrm: 0.16 | dt: 290ms | tok/sec: 1,806,615 | mfu: 39.6% | epoch: 1 | remaining: 29s    
step 00946 (90.4%) | loss: 3.358444 | lrm: 0.16 | dt: 289ms | tok/sec: 1,814,928 | mfu: 39.7% | epoch: 1 | remaining: 28s    
step 00947 (90.5%) | loss: 3.375283 | lrm: 0.16 | dt: 290ms | tok/sec: 1,806,695 | mfu: 39.6% | epoch: 1 | remaining: 28s    
step 00948 (90.6%) | loss: 3.382002 | lrm: 0.16 | dt: 291ms | tok/sec: 1,803,447 | mfu: 39.5% | epoch: 1 | remaining: 28s    
step 00949 (90.7%) | loss: 3.386947 | lrm: 0.15 | dt: 291ms | tok/sec: 1,802,627 | mfu: 39.5% | epoch: 1 | remaining: 28s    
step 00950 (90.8%) | loss: 3.391277 | lrm: 0.15 | dt: 291ms | tok/sec: 1,801,482 | mfu: 39.4% | epoch: 1 | remaining: 27s    
step 00951 (90.9%) | loss: 3.410212 | lrm: 0.15 | dt: 289ms | tok/sec: 1,811,991 | mfu: 39.7% | epoch: 1 | remaining: 27s    
step 00952 (91.0%) | loss: 3.399290 | lrm: 0.15 | dt: 292ms | tok/sec: 1,798,525 | mfu: 39.4% | epoch: 1 | remaining: 27s    
step 00953 (91.1%) | loss: 3.387095 | lrm: 0.15 | dt: 290ms | tok/sec: 1,805,477 | mfu: 39.5% | epoch: 1 | remaining: 26s    
step 00954 (91.2%) | loss: 3.471922 | lrm: 0.15 | dt: 289ms | tok/sec: 1,813,730 | mfu: 39.7% | epoch: 1 | remaining: 26s    
step 00955 (91.3%) | loss: 3.472306 | lrm: 0.15 | dt: 289ms | tok/sec: 1,815,797 | mfu: 39.8% | epoch: 1 | remaining: 26s    
step 00956 (91.4%) | loss: 3.470006 | lrm: 0.14 | dt: 291ms | tok/sec: 1,800,687 | mfu: 39.4% | epoch: 1 | remaining: 26s    
step 00957 (91.5%) | loss: 3.472058 | lrm: 0.14 | dt: 290ms | tok/sec: 1,807,479 | mfu: 39.6% | epoch: 1 | remaining: 25s    
step 00958 (91.6%) | loss: 3.433293 | lrm: 0.14 | dt: 292ms | tok/sec: 1,798,171 | mfu: 39.4% | epoch: 1 | remaining: 25s    
step 00959 (91.7%) | loss: 3.484177 | lrm: 0.14 | dt: 291ms | tok/sec: 1,803,220 | mfu: 39.5% | epoch: 1 | remaining: 25s    
step 00960 (91.8%) | loss: 3.431076 | lrm: 0.14 | dt: 290ms | tok/sec: 1,805,759 | mfu: 39.5% | epoch: 1 | remaining: 24s    
step 00961 (91.9%) | loss: 3.420424 | lrm: 0.14 | dt: 290ms | tok/sec: 1,810,615 | mfu: 39.6% | epoch: 1 | remaining: 24s    
step 00962 (92.0%) | loss: 3.417869 | lrm: 0.13 | dt: 290ms | tok/sec: 1,807,878 | mfu: 39.6% | epoch: 1 | remaining: 24s    
step 00963 (92.1%) | loss: 3.408874 | lrm: 0.13 | dt: 292ms | tok/sec: 1,795,349 | mfu: 39.3% | epoch: 1 | remaining: 24s    
step 00964 (92.2%) | loss: 3.411254 | lrm: 0.13 | dt: 290ms | tok/sec: 1,807,839 | mfu: 39.6% | epoch: 1 | remaining: 23s    
step 00965 (92.3%) | loss: 3.398930 | lrm: 0.13 | dt: 289ms | tok/sec: 1,816,463 | mfu: 39.8% | epoch: 1 | remaining: 23s    
step 00966 (92.3%) | loss: 3.387389 | lrm: 0.13 | dt: 289ms | tok/sec: 1,814,416 | mfu: 39.7% | epoch: 1 | remaining: 23s    
step 00967 (92.4%) | loss: 3.397052 | lrm: 0.13 | dt: 289ms | tok/sec: 1,812,413 | mfu: 39.7% | epoch: 1 | remaining: 22s    
step 00968 (92.5%) | loss: 3.404918 | lrm: 0.12 | dt: 292ms | tok/sec: 1,792,987 | mfu: 39.3% | epoch: 1 | remaining: 22s    
step 00969 (92.6%) | loss: 3.383727 | lrm: 0.12 | dt: 291ms | tok/sec: 1,803,647 | mfu: 39.5% | epoch: 1 | remaining: 22s    
step 00970 (92.7%) | loss: 3.390480 | lrm: 0.12 | dt: 289ms | tok/sec: 1,813,139 | mfu: 39.7% | epoch: 1 | remaining: 22s    
step 00971 (92.8%) | loss: 3.346122 | lrm: 0.12 | dt: 293ms | tok/sec: 1,790,968 | mfu: 39.2% | epoch: 1 | remaining: 21s    
step 00972 (92.9%) | loss: 3.326331 | lrm: 0.12 | dt: 291ms | tok/sec: 1,804,206 | mfu: 39.5% | epoch: 1 | remaining: 21s    
step 00973 (93.0%) | loss: 3.305765 | lrm: 0.12 | dt: 290ms | tok/sec: 1,809,374 | mfu: 39.6% | epoch: 1 | remaining: 21s    
step 00974 (93.1%) | loss: 3.325274 | lrm: 0.11 | dt: 291ms | tok/sec: 1,800,742 | mfu: 39.4% | epoch: 1 | remaining: 20s    
step 00975 (93.2%) | loss: 3.348157 | lrm: 0.11 | dt: 291ms | tok/sec: 1,804,708 | mfu: 39.5% | epoch: 1 | remaining: 20s    
step 00976 (93.3%) | loss: 3.343700 | lrm: 0.11 | dt: 289ms | tok/sec: 1,814,595 | mfu: 39.7% | epoch: 1 | remaining: 20s    
step 00977 (93.4%) | loss: 3.345323 | lrm: 0.11 | dt: 292ms | tok/sec: 1,792,574 | mfu: 39.3% | epoch: 1 | remaining: 19s    
step 00978 (93.5%) | loss: 3.352165 | lrm: 0.11 | dt: 288ms | tok/sec: 1,818,190 | mfu: 39.8% | epoch: 1 | remaining: 19s    
step 00979 (93.6%) | loss: 3.345461 | lrm: 0.11 | dt: 290ms | tok/sec: 1,804,833 | mfu: 39.5% | epoch: 1 | remaining: 19s    
step 00980 (93.7%) | loss: 3.358692 | lrm: 0.10 | dt: 289ms | tok/sec: 1,815,897 | mfu: 39.8% | epoch: 1 | remaining: 19s    
step 00981 (93.8%) | loss: 3.383025 | lrm: 0.10 | dt: 292ms | tok/sec: 1,792,779 | mfu: 39.3% | epoch: 1 | remaining: 18s    
step 00982 (93.9%) | loss: 3.352154 | lrm: 0.10 | dt: 293ms | tok/sec: 1,792,297 | mfu: 39.2% | epoch: 1 | remaining: 18s    
step 00983 (94.0%) | loss: 3.349949 | lrm: 0.10 | dt: 290ms | tok/sec: 1,804,911 | mfu: 39.5% | epoch: 1 | remaining: 18s    
step 00984 (94.1%) | loss: 3.307701 | lrm: 0.10 | dt: 290ms | tok/sec: 1,810,037 | mfu: 39.6% | epoch: 1 | remaining: 17s    
step 00985 (94.2%) | loss: 3.314864 | lrm: 0.10 | dt: 292ms | tok/sec: 1,794,682 | mfu: 39.3% | epoch: 1 | remaining: 17s    
step 00986 (94.3%) | loss: 3.313720 | lrm: 0.10 | dt: 291ms | tok/sec: 1,803,481 | mfu: 39.5% | epoch: 1 | remaining: 17s    
step 00987 (94.4%) | loss: 3.290178 | lrm: 0.09 | dt: 291ms | tok/sec: 1,803,254 | mfu: 39.5% | epoch: 1 | remaining: 17s    
step 00988 (94.5%) | loss: 3.302228 | lrm: 0.09 | dt: 290ms | tok/sec: 1,808,011 | mfu: 39.6% | epoch: 1 | remaining: 16s    
step 00989 (94.6%) | loss: 3.316910 | lrm: 0.09 | dt: 291ms | tok/sec: 1,804,152 | mfu: 39.5% | epoch: 1 | remaining: 16s    
step 00990 (94.7%) | loss: 3.295233 | lrm: 0.09 | dt: 290ms | tok/sec: 1,805,946 | mfu: 39.5% | epoch: 1 | remaining: 16s    
step 00991 (94.8%) | loss: 3.284574 | lrm: 0.09 | dt: 290ms | tok/sec: 1,807,020 | mfu: 39.6% | epoch: 1 | remaining: 15s    
step 00992 (94.9%) | loss: 3.296188 | lrm: 0.09 | dt: 293ms | tok/sec: 1,788,030 | mfu: 39.2% | epoch: 1 | remaining: 15s    
step 00993 (95.0%) | loss: 3.277185 | lrm: 0.08 | dt: 289ms | tok/sec: 1,811,361 | mfu: 39.7% | epoch: 1 | remaining: 15s    
step 00994 (95.1%) | loss: 3.199657 | lrm: 0.08 | dt: 291ms | tok/sec: 1,803,589 | mfu: 39.5% | epoch: 1 | remaining: 15s    
step 00995 (95.2%) | loss: 3.277929 | lrm: 0.08 | dt: 291ms | tok/sec: 1,799,743 | mfu: 39.4% | epoch: 1 | remaining: 14s    
step 00996 (95.3%) | loss: 3.308934 | lrm: 0.08 | dt: 291ms | tok/sec: 1,798,847 | mfu: 39.4% | epoch: 1 | remaining: 14s    
step 00997 (95.3%) | loss: 3.286496 | lrm: 0.08 | dt: 290ms | tok/sec: 1,808,844 | mfu: 39.6% | epoch: 1 | remaining: 14s    
step 00998 (95.4%) | loss: 3.303862 | lrm: 0.08 | dt: 291ms | tok/sec: 1,802,027 | mfu: 39.5% | epoch: 1 | remaining: 13s    
step 00999 (95.5%) | loss: 3.332307 | lrm: 0.07 | dt: 292ms | tok/sec: 1,794,619 | mfu: 39.3% | epoch: 1 | remaining: 13s    
step 01000 (95.6%) | loss: 3.280577 | lrm: 0.07 | dt: 289ms | tok/sec: 1,811,561 | mfu: 39.7% | epoch: 1 | remaining: 13s    
step 01001 (95.7%) | loss: 3.264163 | lrm: 0.07 | dt: 292ms | tok/sec: 1,796,954 | mfu: 39.3% | epoch: 1 | remaining: 12s    
step 01002 (95.8%) | loss: 3.233314 | lrm: 0.07 | dt: 290ms | tok/sec: 1,809,319 | mfu: 39.6% | epoch: 1 | remaining: 12s    
step 01003 (95.9%) | loss: 3.172401 | lrm: 0.07 | dt: 293ms | tok/sec: 1,789,173 | mfu: 39.2% | epoch: 1 | remaining: 12s    
step 01004 (96.0%) | loss: 3.246648 | lrm: 0.07 | dt: 291ms | tok/sec: 1,803,291 | mfu: 39.5% | epoch: 1 | remaining: 12s    
step 01005 (96.1%) | loss: 3.240007 | lrm: 0.06 | dt: 290ms | tok/sec: 1,808,283 | mfu: 39.6% | epoch: 1 | remaining: 11s    
step 01006 (96.2%) | loss: 3.258950 | lrm: 0.06 | dt: 291ms | tok/sec: 1,803,143 | mfu: 39.5% | epoch: 1 | remaining: 11s    
step 01007 (96.3%) | loss: 3.286071 | lrm: 0.06 | dt: 290ms | tok/sec: 1,807,983 | mfu: 39.6% | epoch: 1 | remaining: 11s    
step 01008 (96.4%) | loss: 3.290006 | lrm: 0.06 | dt: 292ms | tok/sec: 1,798,480 | mfu: 39.4% | epoch: 1 | remaining: 10s    
step 01009 (96.5%) | loss: 3.247080 | lrm: 0.06 | dt: 290ms | tok/sec: 1,806,044 | mfu: 39.5% | epoch: 1 | remaining: 10s    
step 01010 (96.6%) | loss: 3.226130 | lrm: 0.06 | dt: 290ms | tok/sec: 1,807,332 | mfu: 39.6% | epoch: 1 | remaining: 10s    
step 01011 (96.7%) | loss: 3.234710 | lrm: 0.05 | dt: 290ms | tok/sec: 1,809,353 | mfu: 39.6% | epoch: 1 | remaining: 10s    
step 01012 (96.8%) | loss: 3.245435 | lrm: 0.05 | dt: 291ms | tok/sec: 1,804,103 | mfu: 39.5% | epoch: 1 | remaining: 9s    
step 01013 (96.9%) | loss: 3.229162 | lrm: 0.05 | dt: 291ms | tok/sec: 1,798,699 | mfu: 39.4% | epoch: 1 | remaining: 9s    
step 01014 (97.0%) | loss: 3.231642 | lrm: 0.05 | dt: 291ms | tok/sec: 1,800,148 | mfu: 39.4% | epoch: 1 | remaining: 9s    
step 01015 (97.1%) | loss: 3.231894 | lrm: 0.05 | dt: 289ms | tok/sec: 1,816,768 | mfu: 39.8% | epoch: 1 | remaining: 8s    
step 01016 (97.2%) | loss: 3.256660 | lrm: 0.05 | dt: 291ms | tok/sec: 1,801,729 | mfu: 39.5% | epoch: 1 | remaining: 8s    
step 01017 (97.3%) | loss: 3.278087 | lrm: 0.05 | dt: 290ms | tok/sec: 1,805,353 | mfu: 39.5% | epoch: 1 | remaining: 8s    
step 01018 (97.4%) | loss: 3.249888 | lrm: 0.04 | dt: 291ms | tok/sec: 1,800,488 | mfu: 39.4% | epoch: 1 | remaining: 8s    
step 01019 (97.5%) | loss: 3.205145 | lrm: 0.04 | dt: 291ms | tok/sec: 1,798,974 | mfu: 39.4% | epoch: 1 | remaining: 7s    
step 01020 (97.6%) | loss: 3.219452 | lrm: 0.04 | dt: 288ms | tok/sec: 1,820,249 | mfu: 39.9% | epoch: 1 | remaining: 7s    
step 01021 (97.7%) | loss: 3.254040 | lrm: 0.04 | dt: 293ms | tok/sec: 1,790,885 | mfu: 39.2% | epoch: 1 | remaining: 7s    
step 01022 (97.8%) | loss: 3.234920 | lrm: 0.04 | dt: 293ms | tok/sec: 1,790,830 | mfu: 39.2% | epoch: 1 | remaining: 6s    
step 01023 (97.9%) | loss: 3.252952 | lrm: 0.04 | dt: 291ms | tok/sec: 1,802,342 | mfu: 39.5% | epoch: 1 | remaining: 6s    
step 01024 (98.0%) | loss: 3.261579 | lrm: 0.03 | dt: 291ms | tok/sec: 1,802,872 | mfu: 39.5% | epoch: 1 | remaining: 6s    
step 01025 (98.1%) | loss: 3.268473 | lrm: 0.03 | dt: 290ms | tok/sec: 1,809,046 | mfu: 39.6% | epoch: 1 | remaining: 6s    
step 01026 (98.2%) | loss: 3.172991 | lrm: 0.03 | dt: 291ms | tok/sec: 1,800,622 | mfu: 39.4% | epoch: 1 | remaining: 5s    
step 01027 (98.3%) | loss: 3.089637 | lrm: 0.03 | dt: 291ms | tok/sec: 1,799,812 | mfu: 39.4% | epoch: 1 | remaining: 5s    
step 01028 (98.4%) | loss: 3.101136 | lrm: 0.03 | dt: 292ms | tok/sec: 1,796,545 | mfu: 39.3% | epoch: 1 | remaining: 5s    
step 01029 (98.5%) | loss: 3.038011 | lrm: 0.03 | dt: 290ms | tok/sec: 1,807,304 | mfu: 39.6% | epoch: 1 | remaining: 4s    
step 01030 (98.5%) | loss: 3.073862 | lrm: 0.02 | dt: 292ms | tok/sec: 1,797,508 | mfu: 39.4% | epoch: 1 | remaining: 4s    
step 01031 (98.6%) | loss: 3.122671 | lrm: 0.02 | dt: 290ms | tok/sec: 1,808,319 | mfu: 39.6% | epoch: 1 | remaining: 4s    
step 01032 (98.7%) | loss: 3.139589 | lrm: 0.02 | dt: 290ms | tok/sec: 1,809,197 | mfu: 39.6% | epoch: 1 | remaining: 3s    
step 01033 (98.8%) | loss: 3.169535 | lrm: 0.02 | dt: 292ms | tok/sec: 1,796,787 | mfu: 39.3% | epoch: 1 | remaining: 3s    
step 01034 (98.9%) | loss: 3.168977 | lrm: 0.02 | dt: 290ms | tok/sec: 1,805,781 | mfu: 39.5% | epoch: 1 | remaining: 3s    
step 01035 (99.0%) | loss: 3.198138 | lrm: 0.02 | dt: 289ms | tok/sec: 1,816,034 | mfu: 39.8% | epoch: 1 | remaining: 3s    
step 01036 (99.1%) | loss: 3.211754 | lrm: 0.01 | dt: 291ms | tok/sec: 1,800,417 | mfu: 39.4% | epoch: 1 | remaining: 2s    
step 01037 (99.2%) | loss: 3.216474 | lrm: 0.01 | dt: 288ms | tok/sec: 1,818,325 | mfu: 39.8% | epoch: 1 | remaining: 2s    
step 01038 (99.3%) | loss: 3.241711 | lrm: 0.01 | dt: 291ms | tok/sec: 1,804,738 | mfu: 39.5% | epoch: 1 | remaining: 2s    
step 01039 (99.4%) | loss: 3.221987 | lrm: 0.01 | dt: 291ms | tok/sec: 1,802,851 | mfu: 39.5% | epoch: 1 | remaining: 1s    
step 01040 (99.5%) | loss: 3.244163 | lrm: 0.01 | dt: 293ms | tok/sec: 1,789,871 | mfu: 39.2% | epoch: 1 | remaining: 1s    
step 01041 (99.6%) | loss: 3.264086 | lrm: 0.01 | dt: 289ms | tok/sec: 1,813,464 | mfu: 39.7% | epoch: 1 | remaining: 1s    
step 01042 (99.7%) | loss: 3.241266 | lrm: 0.00 | dt: 292ms | tok/sec: 1,797,551 | mfu: 39.4% | epoch: 1 | remaining: 1s    
step 01043 (99.8%) | loss: 3.207450 | lrm: 0.00 | dt: 291ms | tok/sec: 1,800,140 | mfu: 39.4% | epoch: 1 | remaining: 0s    
step 01044 (99.9%) | loss: 3.222147 | lrm: 0.00 | dt: 290ms | tok/sec: 1,810,803 | mfu: 39.7% | epoch: 1 | remaining: 0s    
---
val_bpb:          1.227149
training_seconds: 300.0
total_seconds:    328.7
peak_vram_mb:     20605.7
mfu_percent:      39.61
total_tokens_M:   547.9
num_steps:        1045
num_params_M:     47.6
depth:            7
seq_len:          1024
